timeindex,flag,currentBack,motorTempBack,positionBack,refPositionBack,refVelocityBack,trackingDeviationBack,velocityBack,currentFront,motorTempFront,positionFront,refPositionFront,refVelocityFront,trackingDeviationFront,velocityFront
1122,1,68,41,576.4996263,580.4999968,10,8.000373731,9.989618574,137,44,973.4994086,973.4999968,7,8.000622886,6
1123,1,-17,43,577.5011212,579.4999968,7,6.995764378,8,27.5,43,971.5041218,973.4999968,9,7.991009685,9
1124,1,-35,40,577.4994394,580.4999968,8,10.0005606,7,-27,39,973.4986612,971.4999968,6,8.001370348,9
1125,1,117,40,578.5,581.4999968,5,9,5,142,40,971.4997408,972.4999968,7,10.00029068,7.010381426
1126,1,212.5,42,9.999294063,1.00E+01,5,10.00074746,8,76,44,400.9996162,397,5,10.00041526,5
1127,1,57,44,576.4992941,580.4999992,9,6.000705937,9,48,45,969.4994917,968.4999992,8,8.000539834,7
1128,1,76,44,576.4996263,580.4999976,10,9.000332206,9,146,47,971.4994501,971.4999976,7,6.000539834,7.020762852
1129,1,-25,40,7.002948325,7.00E+00,7,4.998214395,5.979237148,1.5,46,400.0084612,400,5,7.99250461,9.979237148
1130,1,-36,42,580.5,580.4999984,6,5.994767761,5.979237148,927.5,43,973.5040595,969.4999984,6,7.995909718,5.010381426
1131,1,222.5,47,475.289608,478.6729253,26.52399228,10.00049831,13.88965171,136,44,762.1020766,762.8696545,14.7978876,8.000373731,7.062288557
1132,1,146,45,577.4986089,576.4999968,8,9.001349585,5.020762852,-45,44,970.4994086,968.4999968,10,8.00058136,7
1133,0,589.5,37,381.9352344,387.7702916,588.0441737,7.990241459,586.3736278,911,37,759.1052741,764.8696581,598.1174417,6.997425406,591.0937936
1134,0,-43,39,577.5002907,581.4999992,9,8.997508458,7.979237148,5,36,970.4999277,968.4999992,7,5.9985466,9.989618574
1135,0,-19,37,10.00014534,6.00E+00,9,8.00E+00,9.155721392,284,36,397.9995332,397,8,10.00058136,8.083051409
1136,0,9,40,9.00E+00,1.00E+01,10,10,5,109,36,396.9996993,398,10,8.00029068,5
1137,0,-25,40,5.00E+00,9.00E+00,9,10,6.010381426,107,39,399.9999484,398,8,8.00E+00,10
1138,0,-5,36,579.4999169,580.4999992,7,5.00E+00,6,19,38,973.4994917,972.4999992,10,8.000539834,8
1139,1,-6,43,576.5006229,577.4999992,6,7.988995688,9,499.5,49,970.5178876,972.4999992,10,9.980960464,7.020762852
1140,1,104,42,579.4995432,581.4999984,10,8.000373731,10.04152571,179,49,971.499554,968.4999984,6,8.000373731,5.041525705
1141,0,4,34,581.500353,580.4999976,7,5.989846965,7.979237148,22,34,970.5001146,968.4999976,9,7.985113035,5.010381426
1142,0,-14,37,577.5000415,579.4999992,10,8.00E+00,6.020762852,152,36,972.4996578,969.4999992,8,6.000332206,5
1143,0,-38,37,579.4999169,579.4999984,5,7.00E+00,7,15,32,968.4996993,968.4999984,9,7.000332206,9
1144,0,-6,39,581.4997508,578.4999976,8,9.000207629,10,-3,43,969.4993671,970.4999976,6,9.000622886,10
1145,0,18,41,9.00E+00,6.00E+00,8,9.00E+00,5,272,43,399.9993671,399,10,7.000622886,10
1146,0,26,42,576.4997508,576.4999984,10,6.000207629,10,137,42,971.4994501,968.4999984,9,10.00058136,6.989618574
1147,0,-4,42,578.4999169,577.4999992,10,5,7.031144278,147,43,968.4996162,972.4999992,7,10.00037373,9.020762852
1148,0,2,39,6.00E+00,6.00E+00,9,9.00E+00,9,129,41,401.0000315,399,5,8,7
1149,0,-10,39,7.999792372,7.00E+00,10,8.000166103,9,24,40,398.9996578,398,5,9.000332206,9
1150,0,34.5,40,5.661317607,10.40954155,95.43698268,9,56.19419534,95,40,397.3314066,397.9170869,80.08150913,8.000124577,48.86467634
1151,0,24,40,578.4996263,578.4999984,8,5.000373731,9,92.5,41,973.499201,972.4999984,8,10.00083051,8
1152,0,-19,40,580.4998754,578.4999984,7,10.00012458,8.958474295,11,41,970.4996993,970.4999984,5,10.00033221,10
1153,0,-13,33,580.4997716,578.4999968,5,9.000228391,8,25,32,970.4995332,970.4999968,8,10.00049831,8
1154,0,4,33,5.00E+00,5.00E+00,7,7.00E+00,9.989618574,158,34,399.9995332,399,9,10.00049831,10
1155,1,674,47,382.9447023,385.7702928,586.0438087,6.000186866,591.0068948,801,46,759.1030732,766.8696553,593.1185772,7.000539834,593.3014221
1156,1,80,47,578.4994809,577.4999968,7,5.000477546,7,69.5,44,973.4993671,970.4999968,6,7.000622886,6
1157,0,7,40,580.4994809,576.4999976,7,5.000477546,7,18,42,972.4993671,969.4999976,10,9.000664411,10
1158,0,-8,41,578.4998754,579.4999968,8,5.00E+00,8,79,47,968.4997408,972.4999968,5,10.00029068,5
1159,0,-21,44,9.99985466,7.00E+00,5,10.00010381,9.989618574,7,42,401.0000315,398,8,5.00E+00,5.979237148
1160,0,33,42,581.5000831,579.4999976,9,1.00E+01,5.020762852,244,44,970.4994917,971.4999976,10,10.00049831,10
1161,0,578,45,374.0682947,381.845853,589.4767587,5.00E+00,587.6886858,821.5,45,769.9295046,772.7266701,590.805929,7.00E+00,591.0278898
1162,0,-14,44,576.4995432,579.4999968,10,9.000456783,9,-16,46,973.4992425,970.4999968,5,8.000747463,9
1163,0,0,41,580.5,581.4999984,8,6,7,112,46,970.4996993,971.4999984,6,9.00029068,7
1164,0,25,43,579.5004568,581.4999968,8,7.990615191,10,34.5,43,971.4999484,971.4999968,7,6.987002454,6
1165,0,-17,45,578.4999585,576.4999968,8,7.00E+00,4.958474295,85,42,968.4997408,971.4999968,7,8.000249154,6
1166,0,-4,44,8.00E+00,8.00E+00,10,7.00E+00,9,225,46,400.9993256,397,9,10.00066441,9
1167,0,29,46,9.999875423,7.00E+00,5,6.000124577,8,70,44,401.9996162,401,6,9.000415257,7
1168,0,530,42,304.517388,308.0214342,596.0814778,6.000166103,601.5925664,775,44,690.2141668,692.8450772,609.957586,8.000539834,593.5853359
1169,0,-20,45,5.003114428,1.00E+01,6,5.996844046,6,-23.5,46,398.0141087,399,5,9.993023682,5.979237148
1170,0,33,43,581.4996263,578.4999968,10,7.000373731,7,106,43,973.4993048,972.4999968,10,10.0007267,5
1171,0,-22,45,576.4997508,576.4999992,9,10.00024915,7.010381426,0,48,972.4994294,968.4999992,6,8.000560597,4.989618574
1172,0,-15,47,579.4999585,581.4999976,10,7.00E+00,5,107,47,969.499201,970.4999976,5,8.000788988,5
1173,0,57,43,579.4998339,580.4999968,5,5.000166103,8.010381426,77,49,973.4995747,973.4999968,5,8.000415257,6
1174,0,519.5,45,259.9813411,267.642428,586.0441737,4.999730083,585.2698135,848.5,46,660.9344378,670.3305506,594.8073484,8.000373731,592.1524669
1175,0,65,42,580.4997508,576.4999976,6,6.000249154,6,182.5,46,968.4995332,970.4999976,7,6.000498308,5
1176,0,-22,44,576.4999169,578.4999984,6,9,7.020762852,144,43,973.4999484,968.4999984,10,6,8
1177,1,189,41,9.000124577,6.00E+00,8,6.00E+00,8,147,41,398.9993671,401,7,5.000622886,6
1178,1,212,43,579.4994186,578.4999968,5,9.000539834,10,213,41,969.4994917,968.4999968,10,7.000498308,9
1179,1,689,40,374.0628964,382.8458568,592.4767587,8.993688093,590.7577406,944.5,42,769.9346953,770.7266687,590.8064968,5.000560597,588.2908085
1180,1,112,41,580.4995847,581.4999976,7,6.00029068,7.020762852,360.5,43,973.4990764,968.4999976,5,8.00087204,8.020762852
1181,1,-15,38,576.4996263,581.4999984,7,8.000332206,5,65,42,968.499284,973.4999984,8,8.000747463,7
1182,1,37.5,38,7.998961857,1.00E+01,10,7.001079668,7,0,40,401.9994501,398,5,10.00058136,9.020762852
1183,1,40,45,578.4995847,581.4999968,10,9.000415257,5,176,42,971.4988273,972.4999968,8,7.001204245,7
1184,1,42,42,577.4995017,581.4999984,5,9.000498308,8,25,45,973.499284,972.4999984,9,6.000705937,9
1185,1,58,45,579.5000415,581.4999968,7,1.00E+01,9,130,42,969.4994086,973.4999968,8,6.00058136,6
1186,1,163,37,579.4998754,579.4999968,6,8.000124577,7,142,43,969.4995747,968.4999968,9,10.00045678,5
1187,1,44,40,578.499211,578.4999992,7,6.000788988,8,67.5,40,970.4992425,969.4999992,8,7.000788988,7
1188,1,185,38,577.4995225,580.4999984,8,10.00047755,5.020762852,143,43,970.4995332,970.4999984,5,7.000498308,7.020762852
1189,1,40,46,9.999667794,7.00E+00,7,10.00033221,7,80,44,396.9993256,398,5,9.000705937,10
1190,1,77.5,42,578.4994809,581.4999992,8,10.00047755,5.020762852,32,43,969.4993256,972.4999992,5,8.000705937,9
1191,1,18.5,43,577.4992941,578.4999984,9,7.000705937,8,-2,43,972.4990349,970.4999984,7,8.000955091,10
1192,1,83,44,578.4999585,580.4999976,9,7.00E+00,6,415,42,972.5019832,968.4999976,8,8.998006766,7
1193,1,2,40,4.999626269,7.00E+00,9,10.00041526,5,88,42,397.9987027,398,6,8.001287297,9
1194,1,-45,43,578.5023462,576.4999984,7,6.990988922,9,411,42,972.5086688,969.4999984,8,9.991279602,6.020762852
1195,1,-20.5,42,576.4990864,577.4999968,7,7.00087204,7,12,47,972.4990349,970.4999968,10,6.000996617,9
1196,1,20,42,576.4992941,579.4999992,10,7.000664411,9,53,42,970.4993671,970.4999992,8,6.000664411,10
1197,1,724,45,377.0672566,381.8458563,589.4767587,7.00E+00,587.8340258,908.5,43,766.9378097,773.7266704,590.805929,7.000332206,588.2422845
1198,1,-3,45,576.4997924,579.4999984,6,6.000166103,7.989618574,195.5,46,970.4994501,971.4999984,10,9.00058136,8
1199,0,-33,35,581.4999585,580.4999984,10,9.00E+00,5.020762852,130,36,968.4993879,970.4999984,6,10.00060212,5
1200,0,568,36,378.0603218,382.8458568,588.4767587,5.995307595,590.8581717,932.5,39,765.918957,774.7266687,593.8064968,9.000249154,590.9689843
1201,0,-32.5,32,8.00E+00,7.00E+00,7,1.00E+01,9.979237148,89,34,401.9998239,398,9,8.000207629,8
1202,0,-37,33,580.5,576.4999968,5,10,7.020762852,98,38,971.49999,971.4999968,7,8.00E+00,7
1203,0,-42,37,581.4998339,579.4999968,10,10.00012458,6,13.5,38,968.4996785,972.4999968,9,5.000352968,10
1204,0,-32,37,580.4999169,577.4999992,6,8.00E+00,6.020762852,69,37,970.4993671,969.4999992,9,5.000664411,7
1205,0,-33,34,4.999875423,6.00E+00,9,9.00E+00,7,14,40,398.9991179,400,6,9.00087204,8
1206,1,446.5,42,533.111577,539.7503284,438.9822871,5.984967695,454.4290848,643.5,44,918.6773874,922.5568224,416.6630147,7.981604113,434.8530982
1207,1,815,43,506.1292293,512.6924529,548.9978517,7.993272836,560.0982383,599,49,903.5959952,910.0085991,534.1941581,9.985756683,547.5053362
1208,0,-39,31,580.5,578.4999976,5,7,7,125,35,973.4994086,969.4999976,8,5.00058136,7
1209,0,-25,33,8.00E+00,6.00E+00,6,8,5,112,32,402.0000315,402,6,8.00E+00,5
1210,0,626.5,34,385.9492078,388.7702931,588.0458363,6.992172405,587.6539263,698,37,762.063956,766.8696545,598.1174417,9.989161791,595.4882878
1211,0,-20,34,576.4999792,576.4999968,5,9.00E+00,7,57,35,969.4996578,972.4999968,8,9.000332206,10
1212,0,266,36,551.9250415,553.9085603,359.9518964,5.985839735,377.4300472,592.5,36,931.4643743,935.9227609,363.2513478,7.98187403,380.9044418
1213,0,-6,39,578.4998754,578.4999984,6,8.00E+00,9.989618574,71,41,973.4991179,969.4999984,8,5.00087204,8
1214,0,378,42,470.9326443,473.0147037,578.1522277,4.984365572,578.4941254,409.5,42,853.3787959,856.4887554,574.5095231,8.979527828,576.0441088
1215,0,-21,38,581.4995847,580.4999968,5,8.000415257,8.010381426,8,40,968.4990764,968.4999968,8,7.000913565,8
1216,0,-11.5,41,581.500353,579.4999968,9,6.996304212,9.979237148,2,44,971.5002807,971.4999968,5,8.993895721,5
1217,0,5,43,6.999543217,1.00E+01,7,8.000456783,8,58,45,399.9994086,402,5,5.000622886,6
1218,0,-10,45,7.999543217,1.00E+01,9,10.00045678,5,-16,45,397.9994501,399,7,7.00058136,7
1219,0,477,38,420.2549639,426.3351922,588.4767587,5.987832969,590.9412231,652,38,797.7379816,800.7011442,591.8064968,6.982953698,592.7338268
1220,0,-28,39,576.4999585,578.4999984,8,6.00E+00,9,-1,38,971.4999069,969.4999984,9,6.00E+00,5
1221,0,583,36,384.9363971,388.7702924,587.0447414,7,588.7369777,786,41,760.10353,763.8696549,597.1174417,9,592.4086195
1222,0,543,37,378.2057253,382.9902264,593.5738646,7.00E+00,586.6331635,635,40,770.0291052,774.8712992,590.4306739,10.00012458,596.7893491
1223,0,541,39,382.9444946,385.7702924,586.0447414,10,590.1626162,765,42,767.9238571,769.7266704,591.805929,10.00043602,590.4846725
1224,0,4.5,43,577.500436,579.4999976,6,4.99279529,10.01038143,25,38,971.5004052,972.4999976,10,7.985756683,9
1225,0,-10,41,7.999875423,5.00E+00,6,8.00E+00,6,112.5,40,401.9993671,400,9,5.000664411,9
1226,0,1,41,578.4999585,576.4999976,7,6,7,87,46,968.4994917,970.4999976,6,9.000498308,7
1227,0,-27,44,576.4996263,580.4999992,10,5.000373731,8,6,46,973.4991387,970.4999992,10,8.000851277,8.979237148
1228,0,-29,43,8.00E+00,6.00E+00,10,1.00E+01,5.979237148,-22.5,47,401.0004468,401,10,6.999543217,4.979237148
1229,0,12,43,8.999730083,1.00E+01,9,9.000269917,10,96,46,401.9993256,399,10,10.00070594,8
1230,0,404.5,45,442.3170309,444.5090547,587.0441737,4.984926169,586.1729976,493,44,817.2864794,821.4525268,587.497255,5.986338043,591.2840424
1231,0,36.5,45,580.5001038,579.4999992,9,6.99206859,6.041525705,283,47,968.5006959,968.4999992,6,6.984095655,6
1232,0,125.5,46,578.5002284,580.4999984,9,9.992193168,10.07266998,414,49,972.5029798,969.4999984,8,5.981521061,10.04152571
1233,0,-18,42,577.4999585,576.4999992,6,8,6.010381426,167,46,972.4994501,968.4999992,6,5.000539834,8.010381426
1234,0,31,40,8.999750846,6.00E+00,9,10.00024915,5,127,43,401.999284,398,9,6.000747463,6
1235,0,-4,43,578.4999169,578.4999976,10,1.00E+01,5.979237148,28,47,970.4996578,973.4999976,6,5.000373731,7
1236,0,2,43,578.5004568,580.4999984,7,4.994207164,7,44,47,971.5008205,970.4999984,5,8.990905871,5
1237,0,-15,45,579.5,579.4999992,6,9.00E+00,7.020762852,132,44,971.49999,970.4999992,8,8.00E+00,8
1238,0,132.5,42,581.5005606,581.4999992,10,6.990573665,8.031144278,273,42,971.500862,971.4999992,8,5.980649022,7.020762852
1239,0,7,42,579.4996263,578.4999992,9,8.000332206,6,34,42,968.4996162,972.4999992,6,7.000373731,5
1240,0,-44.5,46,580.4999792,581.4999968,9,7.00E+00,8.979237148,-1.5,43,970.5049731,973.4999968,9,8.995058441,8
1241,0,27,43,578.5000831,580.4999976,9,9.990324511,4.979237148,103,47,969.5000107,971.4999976,7,6.987853731,5
1242,0,17,45,581.5,579.4999968,10,9,5,73,45,970.4994086,973.4999968,10,7.000622886,7
1243,0,-15,44,1.00E+01,7.00E+00,8,9.00E+00,7.041525705,52,44,397.9997408,402,9,5.00029068,8
1244,0,21,46,580.5000208,581.4999976,10,9.00E+00,8,62,44,972.500073,971.4999976,10,1.00E+01,7
1245,0,-31,44,580.5007059,576.4999992,6,9.997716086,7,-7.5,48,973.5011735,973.4999992,10,4.995245307,9.979237148
1246,0,-1,45,8.999501692,8.00E+00,8,9.000456783,7,-10,45,397.999284,400,9,7.000705937,6
1247,0,-13,43,581.4999169,577.4999968,10,1.00E+01,7,163,46,969.4993256,970.4999968,10,10.00066441,9
1248,0,33,45,580.4998754,576.4999992,10,5.00E+00,8.020762852,73,45,972.4994501,971.4999992,5,10.00053983,5
1249,0,-25,46,8.00E+00,1.00E+01,8,8.00E+00,9.979237148,6,45,398.0017756,397,8,6.998214395,9.979237148
1250,0,-2,46,579.4995847,577.4999984,10,5.000415257,9.979237148,68.5,49,968.4992425,969.4999984,9,10.00074746,9
1251,0,5,45,4.999543217,1.00E+01,5,5.000456783,8,20,49,400.9995747,401,5,8.000456783,9
1252,0,-15,45,581.4999585,580.4999976,7,8.00E+00,7,205,43,969.4993671,972.4999976,9,6.000622886,9
1253,0,40,38,581.5000415,581.4999968,10,6.00E+00,9.020762852,253,41,971.4995332,969.4999968,6,5.000456783,10
1254,0,-6,42,579.4999585,581.4999992,10,8.00E+00,5.958474295,139,42,971.4992425,968.4999992,10,10.00074746,6
1255,0,-5,41,1.00E+01,9.00E+00,5,10,7.989618574,64,45,398.9997408,397,9,7.000249154,9
1256,0,17,45,579.5000415,577.4999992,7,7.00E+00,8.020762852,43,44,968.49999,969.4999992,10,5,9
1257,0,9,43,579.5000415,579.4999976,7,6.00E+00,6.010381426,121,42,972.4996993,969.4999976,8,7.000332206,7
1258,0,-17,44,577.5,577.4999968,7,10,5.020762852,17,41,970.4991179,973.4999968,10,7.000913565,9
1259,0,49,44,1.00E+01,9.00E+00,10,7.00E+00,5,92,41,397.9996162,400,7,7.000415257,9
1260,0,69,42,5.999813134,6.00E+00,9,10.00014534,7,167,47,398.9996578,401,8,6.000332206,7
1261,0,-27,41,578.4999169,581.4999976,5,9.00E+00,7,-5.5,47,968.4989518,971.4999976,7,7.001038143,9.979237148
1262,0,-13,43,580.5008928,581.4999984,8,7.993978773,4.979237148,142.5,46,970.5058451,973.4999984,10,8.986524909,5
1263,0,-22,42,578.4995017,581.4999984,9,8.000498308,6,21,44,970.4990349,969.4999984,9,5.000996617,8
1264,0,-41,34,580.4999585,578.4999984,9,6.00E+00,7,20.5,36,973.4994501,969.4999984,10,8.000539834,6
1265,0,-29,38,576.4998754,577.4999976,6,5.00E+00,7.979237148,41.5,37,969.4990141,968.4999976,8,10.00097585,9
1266,0,-8.5,40,9.011481857,5.00E+00,5,4.991902488,4.989618574,4,40,397.0105583,397,7,6.993397413,7
1267,0,-15,40,580.4998754,581.4999984,8,7.00E+00,7,36,37,973.4997823,972.4999984,6,5.000207629,6
1268,0,-16,40,5.999875423,5.00E+00,7,10.00012458,7.020762852,13,40,399.9994917,398,7,10.00049831,8.020762852
1269,0,4,37,580.5,577.4999976,5,6,5,76,42,970.499637,971.4999976,8,7.000394494,5
1270,0,-1,39,576.4999585,581.4999976,6,1.00E+01,7,21,43,969.4994501,968.4999976,5,5.00058136,7
1271,1,85,42,578.4996678,579.4999968,7,10.00033221,5,164,44,972.4994086,969.4999968,8,6.00058136,8
1272,1,220,41,581.4997093,576.4999992,8,7.00029068,5,135,42,970.4996162,969.4999992,5,7.000373731,7
1273,1,-6,41,579.4999585,576.4999968,10,7.993189784,10,1022,42,969.5025023,968.4999968,7,9.996740232,8.020762852
1274,1,47,43,7.999501692,6.00E+00,9,9.000498308,5.979237148,86,42,399.9994917,401,8,10.00049831,9
1275,1,136,44,578.4998339,579.4999984,6,6.000124577,8,163,45,969.4995747,970.4999984,8,6.000415257,9
1276,1,-45.5,43,4.999169486,5.00E+00,10,9.000830514,5,-15,46,402.0002391,401,6,4.999750846,10
1277,1,69,41,581.4996263,580.4999968,7,8.000332206,8,153,47,973.4993463,970.4999968,6,7.000643648,5.979237148
1278,1,-34,42,576.4995847,577.4999992,6,10.00037373,5.979237148,459,46,971.5079214,972.4999992,10,5.992110116,7
1279,1,47,46,579.4994186,580.4999992,8,6.000539834,8,61,47,970.4994917,970.4999992,6,6.000539834,8
1280,1,-15,46,581.4985881,577.4999976,7,6.001370348,5.979237148,-25,43,973.4994917,969.4999976,7,10.00053983,5.979237148
1281,1,821,44,377.0807525,383.8458538,588.4789486,8.000332206,583.9547555,759,45,767.9177528,772.72667,589.8073484,7.000332206,586.8996974
1282,1,65,43,581.499211,579.4999992,9,8.000788988,6,33.5,47,972.4994917,968.4999992,10,8.000539834,8
1283,1,103,42,576.4995847,576.4999968,7,10.00041526,7,177.5,45,969.4994501,968.4999968,6,7.00058136,9
1284,1,236,42,579.4997508,579.4999992,10,5.000249154,5,38.5,43,972.4995955,972.4999992,5,6.00043602,6
1285,1,536,46,361.4352398,369.1948378,359.9518964,4.984552438,376.5787702,420.5,45,739.5209824,745.3613613,364.2513478,4.984469387,379.4165148
1286,1,-8,45,579.4997716,577.4999992,8,10.00012458,9.031144278,206,44,972.4994086,968.4999992,5,10.00049831,9.041525705
1287,0,-22,43,578.500353,577.4999968,10,7.999439403,4.979237148,-26,43,968.5007374,971.4999968,7,6.998795755,4.958474295
1288,0,30,42,577.5,580.4999968,5,9.00E+00,9,218.5,38,972.4996162,972.4999968,8,8.000415257,8.010381426
1289,0,562,41,378.0612769,380.845853,590.4767587,8,587.9170772,812,44,767.9206388,773.7266701,589.805929,7.00058136,591.8306427
1290,0,37,42,6.999584743,7.00E+00,6,7.000373731,5,97,41,399.999201,401,6,9.000788988,6
1291,1,570,41,560.0744195,562.6075788,303.0286137,6.986213466,322.9343262,483,45,942.0279932,942.0418998,307.5882902,8.98617194,325.4157192
1292,1,98,43,580.4996678,576.4999976,5,7.000332206,5,123,44,970.4994917,973.4999976,6,5.000498308,10
1293,1,88,43,5.00E+00,6.00E+00,5,7.00E+00,9,67,45,399.0014226,401,9,9.998567363,6
1294,1,720.5,38,380.9480451,387.7702924,588.0447414,5.996158872,587.7473591,623,44,759.1015783,767.8696549,594.1174417,9.000166103,594.8480225
1295,1,334,38,374.0650142,378.8458568,319.6034415,10.00029068,256.4796666,374.5,43,764.9323906,773.7266687,311.5682583,6.000664411,245.3367811
1296,1,-26,40,580.4995017,580.4999968,7,6.000498308,6,0,40,973.4989518,973.4999968,8,9.001038143,8.020762852
1297,1,171,47,580.4994186,579.4999984,7,7.000498308,5.020762852,101,46,973.4996162,972.4999984,8,8.000332206,10.02076285
1298,1,54,43,580.4993771,579.4999992,9,6.00058136,6,135.5,45,971.499201,968.4999992,8,6.000788988,6
1299,0,-36,33,579.4999585,581.4999976,8,10,4.979237148,89,32,968.4995747,971.4999976,8,9.000415257,10
1300,0,5,35,7.00E+00,6.00E+00,8,6,5,73,31,396.9997408,401,9,5.000249154,9
1301,0,-6,33,1.00E+01,6.00E+00,9,5.00E+00,8,55,36,397.9995747,400,9,10.00041526,5
1302,0,-31,33,579.4999585,578.4999968,7,9.00E+00,10,85,37,970.4998446,973.4999968,6,9.00014534,9
1303,1,-6.5,42,580.4987542,580.4999992,9,9.001204245,5,-0.5,42,968.499284,968.4999992,6,9.000705937,10
1304,1,241,42,378.0636854,379.8458538,150.8259808,8.00E+00,95.89976719,378.5,47,768.935069,769.72667,147.6136361,4.999626269,97.8963841
1305,1,32,46,577.4991695,579.4999976,6,8.000788988,6,49,44,971.4994501,970.4999976,8,7.00058136,10
1306,1,46,47,580.4993356,577.4999984,7,9.000622886,10,459,44,968.5031459,970.4999984,9,9.996885572,9
1307,1,-46,47,577.4992941,577.4999968,7,10.00070594,5,-12,48,969.4995124,969.4999968,5,5.000477546,6
1308,0,34,37,9.00E+00,1.00E+01,8,7.00E+00,8,149.5,39,399.9994501,400,10,9.000539834,5
1309,0,51,40,580.4999585,577.4999968,8,7.00E+00,10,151,42,972.4996993,970.4999968,8,7.00029068,7
1310,0,40,41,7.00E+00,7.00E+00,5,10,8.062288557,171,43,399.9997823,399.0148784,11.3997143,9.00029068,5.041525705
1311,0,-9,41,579.4999585,581.4999984,5,1.00E+01,6,88,41,972.4998654,973.4999984,10,9.000166103,8
1312,0,-27,37,580.5003114,581.4999976,5,8.996615655,7,0,40,970.5000315,970.4999976,5,7.998380498,8.979237148
1313,0,-19,42,576.4999585,579.4999968,10,8.00E+00,8,74.5,42,969.4998654,970.4999968,9,9.000166103,5
1314,0,-36,37,1.00E+01,7.00E+00,7,7.00E+00,10,24,35,397.9995332,397,8,9.000498308,9
1315,0,-39,33,577.5005191,578.4999968,7,8.997300829,9.979237148,-1,36,968.5001976,972.4999968,7,5.997529221,10
1316,0,-33,34,576.4995847,581.4999984,9,5.000415257,9.989618574,9,38,973.4991387,973.4999984,6,7.000892803,8
1317,0,-25,38,576.4999377,576.4999976,7,5.00E+00,10,17,41,968.4999484,972.4999976,7,8.00E+00,5
1318,0,34.5,36,581.4997508,579.4999968,5,5.000207629,9,140,41,970.4995332,970.4999968,9,6.000456783,5
